[Tue Oct 02 19:59:23.898225 2018] [php7:error] [pid 14761] [client 127.0.0.1:48288] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1045] Access denied for user 'morty'@'localhost' (using password: YES) in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'morty', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'morty', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 19:59:25.232279 2018] [php7:error] [pid 14762] [client 127.0.0.1:48292] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1045] Access denied for user 'morty'@'localhost' (using password: YES) in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'morty', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'morty', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 22:06:35.589394 2018] [php7:error] [pid 11631] [client 127.0.0.1:51990] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1045] Access denied for user 'morty'@'localhost' (using password: YES) in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'morty', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'morty', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 22:07:28.193606 2018] [php7:error] [pid 11635] [client 127.0.0.1:51996] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1049] Unknown database 'test' in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'adam', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'adam', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 22:07:28.703763 2018] [php7:error] [pid 11634] [client 127.0.0.1:51998] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1049] Unknown database 'test' in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'adam', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'adam', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 22:07:28.885450 2018] [php7:error] [pid 11631] [client 127.0.0.1:52000] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1049] Unknown database 'test' in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'adam', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'adam', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 22:07:29.616453 2018] [php7:error] [pid 11780] [client 127.0.0.1:52002] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1049] Unknown database 'test' in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'adam', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'adam', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 22:38:25.495497 2018] [php7:notice] [pid 11633] [client 127.0.0.1:52272] PHP Notice:  Undefined variable: adminController in /home/adam/git/oop/src/Site/Routing/Routes.php on line 12
[Tue Oct 02 23:39:49.396748 2018] [php7:error] [pid 11780] [client 127.0.0.1:52956] PHP Recoverable fatal error:  Object of class Src\\Site\\Routing\\Routes could not be converted to string in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:39:49.419266 2018] [php7:notice] [pid 11783] [client 127.0.0.1:52958] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/
[Tue Oct 02 23:39:49.419310 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52958] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/
[Tue Oct 02 23:39:49.419325 2018] [php7:error] [pid 11783] [client 127.0.0.1:52958] PHP Recoverable fatal error:  Object of class Src\\Site\\Routing\\Routes could not be converted to string in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/
[Tue Oct 02 23:40:06.253444 2018] [php7:notice] [pid 11633] [client 127.0.0.1:52964] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:40:06.253496 2018] [php7:notice] [pid 11633] [client 127.0.0.1:52964] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:40:06.272715 2018] [php7:notice] [pid 11633] [client 127.0.0.1:52964] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/
[Tue Oct 02 23:40:06.272755 2018] [php7:notice] [pid 11633] [client 127.0.0.1:52964] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/
[Tue Oct 02 23:41:15.060041 2018] [php7:notice] [pid 11632] [client 127.0.0.1:52978] PHP Notice:  Undefined variable: route in /home/adam/git/oop/src/Admin/Parameters/Routing.php on line 60
[Tue Oct 02 23:41:15.060083 2018] [php7:warn] [pid 11632] [client 127.0.0.1:52978] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 23:41:15.078658 2018] [php7:notice] [pid 11632] [client 127.0.0.1:52978] PHP Notice:  Undefined variable: route in /home/adam/git/oop/src/Admin/Parameters/Routing.php on line 60, referer: http://oop.local/
[Tue Oct 02 23:41:15.078698 2018] [php7:warn] [pid 11632] [client 127.0.0.1:52978] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/
[Tue Oct 02 23:41:15.638010 2018] [php7:notice] [pid 11632] [client 127.0.0.1:52978] PHP Notice:  Undefined variable: route in /home/adam/git/oop/src/Admin/Parameters/Routing.php on line 60
[Tue Oct 02 23:41:15.638048 2018] [php7:warn] [pid 11632] [client 127.0.0.1:52978] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 23:41:15.656538 2018] [php7:notice] [pid 11632] [client 127.0.0.1:52978] PHP Notice:  Undefined variable: route in /home/adam/git/oop/src/Admin/Parameters/Routing.php on line 60, referer: http://oop.local/
[Tue Oct 02 23:41:15.656567 2018] [php7:warn] [pid 11632] [client 127.0.0.1:52978] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/
[Tue Oct 02 23:41:15.809717 2018] [php7:notice] [pid 11632] [client 127.0.0.1:52978] PHP Notice:  Undefined variable: route in /home/adam/git/oop/src/Admin/Parameters/Routing.php on line 60
[Tue Oct 02 23:41:15.809743 2018] [php7:warn] [pid 11632] [client 127.0.0.1:52978] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 23:41:15.827677 2018] [php7:notice] [pid 11632] [client 127.0.0.1:52978] PHP Notice:  Undefined variable: route in /home/adam/git/oop/src/Admin/Parameters/Routing.php on line 60, referer: http://oop.local/
[Tue Oct 02 23:41:15.827708 2018] [php7:warn] [pid 11632] [client 127.0.0.1:52978] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/
[Tue Oct 02 23:41:37.573532 2018] [php7:warn] [pid 11631] [client 127.0.0.1:52984] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 23:41:37.593219 2018] [php7:warn] [pid 11631] [client 127.0.0.1:52984] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/
[Tue Oct 02 23:41:38.314672 2018] [php7:warn] [pid 11631] [client 127.0.0.1:52984] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 23:41:38.336471 2018] [php7:warn] [pid 11631] [client 127.0.0.1:52984] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/
[Tue Oct 02 23:41:38.530136 2018] [php7:warn] [pid 11631] [client 127.0.0.1:52984] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 23:41:38.547374 2018] [php7:warn] [pid 11631] [client 127.0.0.1:52984] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/
[Tue Oct 02 23:41:38.707045 2018] [php7:warn] [pid 11631] [client 127.0.0.1:52984] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 23:41:38.730011 2018] [php7:warn] [pid 11631] [client 127.0.0.1:52984] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/
[Tue Oct 02 23:41:38.858812 2018] [php7:warn] [pid 11631] [client 127.0.0.1:52984] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 23:41:38.882115 2018] [php7:warn] [pid 11631] [client 127.0.0.1:52984] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/
[Tue Oct 02 23:41:46.090368 2018] [php7:notice] [pid 11780] [client 127.0.0.1:52986] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:41:46.090411 2018] [php7:notice] [pid 11780] [client 127.0.0.1:52986] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:41:46.111146 2018] [php7:notice] [pid 11780] [client 127.0.0.1:52986] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/
[Tue Oct 02 23:41:46.111183 2018] [php7:notice] [pid 11780] [client 127.0.0.1:52986] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/
[Tue Oct 02 23:42:12.659394 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52996] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 23:42:12.677383 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52996] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/
[Tue Oct 02 23:42:13.273654 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52996] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 23:42:13.294042 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52996] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/
[Tue Oct 02 23:42:13.449180 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52996] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 23:42:13.474975 2018] [php7:warn] [pid 11633] [client 127.0.0.1:52996] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/
[Tue Oct 02 23:42:31.942270 2018] [php7:warn] [pid 11632] [client 127.0.0.1:53006] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 23:42:31.962561 2018] [php7:warn] [pid 11632] [client 127.0.0.1:53006] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/
[Tue Oct 02 23:42:32.473236 2018] [php7:warn] [pid 11632] [client 127.0.0.1:53006] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 23:42:32.491270 2018] [php7:warn] [pid 11632] [client 127.0.0.1:53006] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/
[Tue Oct 02 23:42:32.640868 2018] [php7:warn] [pid 11632] [client 127.0.0.1:53006] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 23:42:32.661099 2018] [php7:warn] [pid 11632] [client 127.0.0.1:53006] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/
[Tue Oct 02 23:42:52.698975 2018] [php7:warn] [pid 11631] [client 127.0.0.1:53012] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 23:42:52.718533 2018] [php7:warn] [pid 11631] [client 127.0.0.1:53012] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/
[Tue Oct 02 23:42:53.308376 2018] [php7:warn] [pid 11631] [client 127.0.0.1:53012] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 23:42:53.325017 2018] [php7:warn] [pid 11631] [client 127.0.0.1:53012] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/
[Tue Oct 02 23:42:53.713325 2018] [php7:warn] [pid 11631] [client 127.0.0.1:53012] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 23:42:53.730370 2018] [php7:warn] [pid 11631] [client 127.0.0.1:53012] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/
[Tue Oct 02 23:42:53.873101 2018] [php7:warn] [pid 11631] [client 127.0.0.1:53012] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 23:42:53.895369 2018] [php7:warn] [pid 11631] [client 127.0.0.1:53012] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/
[Tue Oct 02 23:42:54.041834 2018] [php7:warn] [pid 11631] [client 127.0.0.1:53012] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 23:42:54.067907 2018] [php7:warn] [pid 11631] [client 127.0.0.1:53012] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/
[Tue Oct 02 23:43:58.261050 2018] [php7:warn] [pid 11783] [client 127.0.0.1:53026] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 23:43:58.278767 2018] [php7:warn] [pid 11783] [client 127.0.0.1:53026] PHP Warning:  Invalid argument supplied for foreach() in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/
[Tue Oct 02 23:47:27.439520 2018] [php7:notice] [pid 11632] [client 127.0.0.1:53084] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 20
[Tue Oct 02 23:47:27.459920 2018] [php7:notice] [pid 11632] [client 127.0.0.1:53084] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 20, referer: http://oop.local/
[Tue Oct 02 23:48:40.331487 2018] [php7:notice] [pid 11635] [client 127.0.0.1:53106] PHP Notice:  Undefined index: '/admin' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 20
[Tue Oct 02 23:48:40.355176 2018] [php7:notice] [pid 11635] [client 127.0.0.1:53106] PHP Notice:  Undefined index: '/favicon.ico' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 20, referer: http://oop.local/admin
[Tue Oct 02 23:48:52.141964 2018] [php7:notice] [pid 11634] [client 127.0.0.1:53112] PHP Notice:  Undefined index: '/admin' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 20
[Tue Oct 02 23:48:52.161714 2018] [php7:notice] [pid 11634] [client 127.0.0.1:53112] PHP Notice:  Undefined index: '/favicon.ico' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 20, referer: http://oop.local/admin
[Tue Oct 02 23:49:05.722988 2018] [php7:notice] [pid 11780] [client 127.0.0.1:53118] PHP Notice:  Undefined index: /favicon.ico in /home/adam/git/oop/src/Site/Routing/Routes.php on line 20, referer: http://oop.local/admin
[Tue Oct 02 23:49:17.056370 2018] [php7:notice] [pid 11633] [client 127.0.0.1:53124] PHP Notice:  Undefined index: /favicon.ico in /home/adam/git/oop/src/Site/Routing/Routes.php on line 20, referer: http://oop.local/admin
[Tue Oct 02 23:50:18.682614 2018] [php7:notice] [pid 11632] [client 127.0.0.1:53142] PHP Notice:  Undefined index: /favicon.ico in /home/adam/git/oop/src/Site/Routing/Routes.php on line 20, referer: http://oop.local/admin
[Tue Oct 02 23:50:34.475753 2018] [php7:notice] [pid 11631] [client 127.0.0.1:53148] PHP Notice:  Undefined index: /favicon.ico in /home/adam/git/oop/src/Site/Routing/Routes.php on line 20, referer: http://oop.local/admin
